-7473.37977826551,4864852.413567454
-7384.053533672091,4864841.6263647275
-7387.390049852779,4864848.514865306
-7373.520814522234,4864830.944316408
-7634.572144890411,4864916.116923981
-7329.856923894031,4864828.376292157
-7371.316512928839,4864843.404190318
-7375.611640335448,4864778.213159425
-7357.336623421894,4864766.427557725
-7327.201076748541,4864823.312107723
-7359.924427815787,4864752.87159716
-7365.677810241974,4864839.837776792
-7379.459402256996,4864842.163938813
-7340.25351948863,4864755.234384583
-7362.31991316537,4864840.507199706
-7344.3419591958445,4864840.248383804
-7536.740988808854,4864924.083536675
-7414.072550398358,4864785.8637937615
-7406.047247337146,4864810.936680194
-7342.332169618612,4864836.98566176
-7562.9402105853815,4864868.485763086
-7487.008103838273,4864887.83838712
-7394.501615392219,4864785.808864315
-7406.092531180723,4864785.304991384
-7550.419601776186,4864876.710548669
-7563.30785763156,4864861.777519291
-7366.142276197576,4864841.004481091
-7395.685174353142,4864833.561823672
-7672.42181629713,4864934.033369936
-7656.206404364295,4864925.019142903
-7641.4934877951655,4865005.835038887
-7539.948921789581,4864920.303453363
-7532.310042127116,4864923.170138761
-7533.39688185502,4864937.56969248
-7535.780510440407,4864933.597133797
-7417.55379408345,4864894.215819936
-7459.515059651387,4864827.795570452
-7468.961835660905,4864818.157008267
-7461.776307614269,4864810.037871477
-7475.558926330367,4864814.62085649
-7424.737613537831,4864898.005813097
-7420.83104626478,4864896.575790039
-7534.16959808438,4864921.621217882
-7537.1960359919485,4864915.658815039
-7536.8048335812155,4864913.022664782
-7538.396900959117,4864920.247352355
-7561.3829575278405,4864886.797803106
-7363.6123565861835,4864829.04837063
-7321.323027052634,4864827.05858252
-7320.554019058345,4864813.778054455
-7680.462233188327,4864928.088488377
-7640.967281523677,4864944.892550942
-7640.388058292557,4864922.531408301
-7634.52957072208,4864963.867170388
-7591.573073930559,4864987.671677976
-7589.342633592029,4864985.4539648155
-7608.556810602629,4864993.419975091
-7627.928026188023,4864977.120736744
-7590.826852076293,4864979.27918433
-7565.579997577409,4864985.971165442
-7628.577811244695,4864978.52391945
-7669.030958858583,4864935.244725582
-7661.480224121504,4864931.210715897
-7686.724201870665,4864929.3708319515
-7677.42243900608,4864933.949930262
-7675.349667942812,4864933.942744736
-7683.075580382923,4864932.497332105
-7661.965595754109,4865003.252905554
